2015-10-11 23:29 CRITICAL task          Local-Torrents-TV BUG: Unhandled error in plugin include: while scanning for the next token\nfound character '\t' that cannot start any token\n  in "c:\Users\sysfs\flexget\New Config File Flexget\series-following.yml", line 47, column 1
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Project Greenlight S04E05 HDTV x264-BATV[ettv]` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland.S05E02.HDTV.x264-FLEET [GloDLS]` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The.Simpsons.S27E03.HDTV.x264-FLEET [GloDLS]` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Madam.Secretary.S02E02.HDTV.x264-LOL [GloDLS]` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Family.Guy.S14E03.HDTV.x264-KILLERS [GloDLS]` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Basketball Wives LA S04E13 HDTV x264-CRiMSON[rartv]` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Project Greenlight S04E05 HDTV x264-BATV[rartv]` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Last Week Tonight With John Oliver S02E30 HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Heartland CA S09E02 HDTV x264 KILLERS ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland S05E02 WEB DL XviD FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Good Wife S07E02 HDTV XviD FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `CSI Cyber S02E02 1080p HDTV X264 DIMENSION rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Heartland CA S09E02 720p HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Project Greenlight S04E05 720p HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Project Greenlight S04E05 HDTV x264 BATV ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `CSI Cyber S02E02 HDTV x264 LOL ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Heartland CA S09E02 HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `CSI Cyber S02E02 720p HDTV X264 DIMENSION rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `CSI Cyber S02E02 HDTV x264 LOL rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Basketball Wives LA S04E13 HDTV x264 CRiMSON rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Quantico S01E03 HDTV XviD FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Project Greenlight S04E05 HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Brooklyn Nine Nine S03E03 INTERNAL HDTV x264 BATV ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland S05E02 WEB DL x264 FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Quantico 1x03 HDTV x264 LOL VTV` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland 5x02 HDTV x264 FLEET VTV` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Good Wife 7x02 HDTV x264 LOL VTV` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Leftovers 2x02 HDTV x264 FLEET VTV` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Brooklyn Nine Nine 3x03 HDTV x264 FLEET VTV` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Downton Abbey S06E04 720p WEB DL AAC2 0 H 264 EsQ rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Good Wife S07E02 1080p HDTV X264 DIMENSION rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Brooklyn Nine Nine S03E03 HDTV x264 FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Brooklyn Nine Nine S03E03 INTERNAL HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Downton Abbey S06E04 1080p WEB DL AAC2 0 H 264 EsQ rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Quantico S01E03 HDTV x264 LOL ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Last Man On Earth S02E03 HDTV x264 KILLERS ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland S05E02 PROPER 720p HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Blood and Oil 2015 S01E03 HDTV x264 KILLERS ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Leftovers S02E02 INTERNAL 720p HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Last Man On Earth S02E03 HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Blood and Oil 2015 S01E03 720p HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Blood and Oil 2015 S01E03 HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Last Man On Earth S02E03 720p HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Haven S05E15 Power 1080p WEB DL DD5 1 0 H 264 ECI rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland S05E02 720p HDTV x264 0SEC rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland S05E02 HDTV x264 FLEET rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Good Wife S07E02 HDTV x264 LOL rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Good Wife S07E02 720p HDTV X264 DIMENSION rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Family Guy S14E03 HDTV XviD FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Quantico S01E03 HDTV x264 LOL rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Good Wife S07E02 HDTV x264 LOL ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Haven S05E15 Power 720p WEB DL DD5 1 0 H 264 ECI rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Haven S05E14 New World Order 1080p WEB DL DD5 1 0 H 264 ECI rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Family Guy 14x03 HDTV x264 KILLERS VTV` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Madam Secretary S02E02 HDTV XviD FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Brooklyn Nine Nine S03E03 INTERNAL 720p HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Family Guy S14E03 HDTV x264 KILLERS ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Haven S05E14 New World Order 720p WEB DL DD5 1 0 H 264 ECI rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Family Guy S14E03 720p HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Madam Secretary S02E02 HDTV x264 LOL ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Brooklyn Nine Nine S03E03 720p HDTV x264 FLEET rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Brooklyn Nine Nine S03E03 HDTV x264 FLEET rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Madam Secretary S02E02 720p HDTV X264 DIMENSION rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Madam Secretary S02E02 HDTV x264 LOL rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Comic Book Men S05E02 Holy Zap Copter PROPER SOURCE SAMPLE HDTV x264 W4F rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Simpsons S27E03 HDTV XviD FUM ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Simpsons 27x03 HDTV x264 BATV VTV` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Simpsons S27E03 720p HDTV x264 FLEET rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Simpsons S27E03 INTERNAL HDTV x264 BATV ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Sunnyside S01E09 720p HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Sunnyside S01E09 HDTV x264 KILLERS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Simpsons S27E03 INTERNAL 720p HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Simpsons S27E03 INTERNAL HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Sunnyside S01E09 HDTV x264 KILLERS ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The Simpsons S27E03 HDTV x264 FLEET rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland S05E02 720p WEB DL DD5 1 H 264 KiNGS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Homeland S05E02 1080p WEB DL DD5 1 H 264 KiNGS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Bobs Burgers S06E02 iNTERNAL HDTV x264 W4F ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Bobs Burgers S06E02 INTERNAL 720p HDTV x264 BATV rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Bobs Burgers S06E02 iNTERNAL HDTV x264 W4F rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Bobs Burgers S06E02 720p HDTV x264 FLEET rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `The X Factor UK S12E11 720p HDTV x264 FTP rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Sir Alex Ferguson Secrets of Success 720p HDTV x264 CHAMPiONS rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `From Darkness S01E02 HDTV x264 RiVER rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Downton Abbey S06E04 HDTV x264 ORGANiC ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `From Darkness S01E02 HDTV x264 RiVER ettv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `From Darkness S01E02 720p HDTV x264 TLA rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Downton Abbey S06E04 720p HDTV x264 ORGANiC rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Downton Abbey S06E04 HDTV x264 ORGANiC rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Americas Next Top Model S22E08 The Girl Who Got All Dolled Up 720p HDTV x264 W4F rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Americas Next Top Model S22E08 The Girl Who Got All Dolled Up HDTV x264 W4F rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Comic Book Men S05E02 Holy Zap Copter PROPER HDTV x264 W4F rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Saturday Night Live S41E02 Amy Schumer REPACK 720p HDTV x264 aAF rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Saturday Night Live S41E02 Amy Schumer REPACK HDTV x264 aAF rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  task          My-TV-Shows-Find-Missing REJECTED: `Strictly Come Dancing S13E05 Week Two Results 720p iP WEBRip AAC2 0 H 264 BTN rartv` by require_field plugin because required field series_name is not present
2015-10-11 23:51 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:52 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:52 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:52 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:52 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:53 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:53 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:53 VERBOSE  parser_internal My-TV-Shows-Find-Missing `Person of Interest - Season 4 Complete - ChameE` appears to be an episode pack
2015-10-11 23:54 INFO     urlrewriter   My-TV-Shows-Find-Missing Entry 'The Walking Dead S01E04 720p HDTV x264 CTU mkv' URL rewritten to https://torrentz.eu/183fa2972f1efa59c2440a6b9226ac4ccc626ff3 (with urlrewrite_redirect)
2015-10-11 23:54 INFO     urlrewriter   My-TV-Shows-Find-Missing Entry 'The Walking Dead S01E04 720p HDTV x264 CTU mkv' URL rewritten to https://torcache.net/torrent/183FA2972F1EFA59C2440A6B9226AC4CCC626FF3.torrent (with torrentz)
2015-10-11 23:54 INFO     urlrewriter   My-TV-Shows-Find-Missing Entry 'Extant S01E04 720p HDTV X264 DIMENSION rartv' URL rewritten to https://torrentz.eu/b67ed3c78fcc09fde48163b93e265d18793bfd96 (with urlrewrite_redirect)
2015-10-11 23:54 INFO     urlrewriter   My-TV-Shows-Find-Missing Entry 'Extant S01E04 720p HDTV X264 DIMENSION rartv' URL rewritten to https://torcache.net/torrent/B67ED3C78FCC09FDE48163B93E265D18793BFD96.torrent (with torrentz)
2015-10-11 23:54 INFO     urlrewriter   My-TV-Shows-Find-Missing Entry 'Under the Dome S01E04 720p HDTV X264 DIMENSION' URL rewritten to https://torrentz.eu/98734ce140a184e1bd1922233bf4349e8cb23973 (with urlrewrite_redirect)
2015-10-11 23:54 INFO     urlrewriter   My-TV-Shows-Find-Missing Entry 'Under the Dome S01E04 720p HDTV X264 DIMENSION' URL rewritten to https://torcache.net/torrent/98734CE140A184E1BD1922233BF4349E8CB23973.torrent (with torrentz)
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: House Of DVF S01E04 The Bitch Is Out Of The Bag 720p WEB-DL x264-RKSTR mp4
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: The Walking Dead S01E04 720p HDTV x264 CTU mkv
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: Extant S01E04 720p HDTV X264 DIMENSION rartv
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: Under the Dome S01E04 720p HDTV X264 DIMENSION
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: The.100.S01E04.1080p.WEB-DL.DD5.1.H.264-KiNGS [PublicHD]
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: Pretty.Little.Liars.S05E03.Surfing.the.After.Shocks.1080p.WEB-DL.DD5.1.H.264-NTb[rartv]
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: Fringe.S01E04.720p.HDTV.x264-CTU
2015-10-11 23:54 INFO     download      My-TV-Shows-Find-Missing Would download: Parks and Recreation S05E03 720p HDTV X264-DIMENSION [PublicHD]
2015-10-11 23:54 VERBOSE  details       My-TV-Shows-Find-Missing Summary - Accepted: 8 (Rejected: 307 Undecided: 56 Failed: 0)
2015-10-11 23:54 INFO     content_filter My-TV-Shows-Find-Missing Plugin is partially disabled with --test and --learn because content filename information may not be available
2015-10-11 23:54 INFO     content_size  My-TV-Shows-Find-Missing Plugin is partially disabled with --test and --learn because size information may not be available
2015-10-11 23:54 INFO     content_sort  My-TV-Shows-Find-Missing Plugin is partially disabled with --test and --learn because content filename information may not be available
2015-10-11 23:54 INFO     deluge        My-TV-Shows-Find-Missing Connecting to daemon at localhost:58846..
2015-10-11 23:54 INFO     deluge        My-TV-Shows-Find-Missing Connected to daemon at 127.0.0.1:58846..
2015-10-11 23:54 INFO     deluge        My-TV-Shows-Find-Missing Connection lost to daemon at localhost:58846 reason: Connection was closed cleanly.
2015-10-11 23:54 INFO     deluge        My-TV-Shows-Find-Missing Connecting to daemon at localhost:58846..
2015-10-11 23:54 INFO     deluge        My-TV-Shows-Find-Missing Connected to daemon at 127.0.0.1:58846..
2015-10-11 23:54 INFO     deluge        My-TV-Shows-Find-Missing Connection lost to daemon at localhost:58846 reason: Connection was closed cleanly.
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing Test mode. Pushbullet notification would be:
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     API Key: v1edZ4JvgpDDitn2nVFpo2dX5pqOjAGDu8ujxoocab95g
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Type: note
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Title: [Flexget] My-TV-Shows-Find-Missing
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Body: House - S01E04 - Maternity\n720p webdl h264
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Raw Data: {"body": "House - S01E04 - Maternity\n720p webdl h264", "type": "note", "title": "[Flexget] My-TV-Shows-Find-Missing"}
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing Test mode. Pushbullet notification would be:
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     API Key: v1edZ4JvgpDDitn2nVFpo2dX5pqOjAGDu8ujxoocab95g
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Type: note
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Title: [Flexget] My-TV-Shows-Find-Missing
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Body: The Walking Dead - S01E04 - Vatos\n720p hdtv h264
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Raw Data: {"body": "The Walking Dead - S01E04 - Vatos\n720p hdtv h264", "type": "note", "title": "[Flexget] My-TV-Shows-Find-Missing"}
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing Test mode. Pushbullet notification would be:
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     API Key: v1edZ4JvgpDDitn2nVFpo2dX5pqOjAGDu8ujxoocab95g
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Type: note
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Title: [Flexget] My-TV-Shows-Find-Missing
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Body: Extant - S01E04 - Shelter\n720p hdtv h264
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Raw Data: {"body": "Extant - S01E04 - Shelter\n720p hdtv h264", "type": "note", "title": "[Flexget] My-TV-Shows-Find-Missing"}
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing Test mode. Pushbullet notification would be:
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     API Key: v1edZ4JvgpDDitn2nVFpo2dX5pqOjAGDu8ujxoocab95g
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Type: note
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Title: [Flexget] My-TV-Shows-Find-Missing
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Body: Under the Dome - S01E04 - Outbreak\n720p hdtv h264
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Raw Data: {"body": "Under the Dome - S01E04 - Outbreak\n720p hdtv h264", "type": "note", "title": "[Flexget] My-TV-Shows-Find-Missing"}
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing Test mode. Pushbullet notification would be:
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     API Key: v1edZ4JvgpDDitn2nVFpo2dX5pqOjAGDu8ujxoocab95g
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Type: note
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Title: [Flexget] My-TV-Shows-Find-Missing
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Body: The 100 - S01E04 - Murphy's Law\n1080p webdl h264 dd5.1
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Raw Data: {"body": "The 100 - S01E04 - Murphy's Law\n1080p webdl h264 dd5.1", "type": "note", "title": "[Flexget] My-TV-Shows-Find-Missing"}
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing Test mode. Pushbullet notification would be:
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     API Key: v1edZ4JvgpDDitn2nVFpo2dX5pqOjAGDu8ujxoocab95g
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Type: note
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Title: [Flexget] My-TV-Shows-Find-Missing
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Body: Pretty Little Liars - S05E03 - Surfing the Aftershocks\n1080p webdl h264 dd5.1
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Raw Data: {"body": "Pretty Little Liars - S05E03 - Surfing the Aftershocks\n1080p webdl h264 dd5.1", "type": "note", "title": "[Flexget] My-TV-Shows-Find-Missing"}
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing Test mode. Pushbullet notification would be:
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     API Key: v1edZ4JvgpDDitn2nVFpo2dX5pqOjAGDu8ujxoocab95g
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Type: note
2015-10-11 23:54 INFO     pushbullet    My-TV-Shows-Find-Missing     Title: [Flexget] My-TV-Shows-Find-Missing
